Title,Genres
Super Real Hanafuda: Koi Koi Shimasho,
The Warlock of Firetop Mountain: Goblin Scourge Edition!,Adventure| Card & Board Game| RPG
Forester Simulator,Adventure| Indie| Simulator
Leisure Suit Larry: Wet Dreams Saga Bundle,Adventure| Puzzle
Shootout Inc.,Shooter
Sukebe Blocks,Indie
Escape the Ayuwoki Demake,Adventure| Indie
Melpool Land,Fighting
RGB Rush,Puzzle
Fated Demon Lovers,Visual Novel
Vampire: The Masquerade - Swansong Victoria Ash,Adventure| RPG
Farming Fever,Simulator
Blood Pact: Premium Edition,Visual Novel
Super Mario Advance 4: Super Mario Bros. 3-e - Classic World 1-3,Platform
Arcade Archives: Rezon,Arcade| Shooter
Paranautical Activity: Deluxe Atonement Edition,Indie| RPG
Plaguemon: Lost Diaries,
MLB SlugFest: Loaded,Sport
Dungeon Crawler,Indie| Strategy
Firefox,Arcade| Shooter| Simulator
Safari Guns,Shooter
Wings over Vietnam,Simulator
Mission 3000 A.D.,Shooter
Bee-Ball,Puzzle| Quiz/Trivia
Cowboys Adventure,Adventure| Indie
Shin Nihon Pro Wrestling Toukon Road 2: The Next Generation,Fighting| Sport
Protostar: War on the Frontier,Adventure
Memorial Series: Sunsoft vol. 1,
Electronauts,Indie| Music
Lets zig zag,Indie| Strategy
Stunt Cars,
After Dark Games,
Tube,Arcade| Racing| Shooter
Orders of the Ruler,Indie| Simulator| Strategy
Motion of the Heart,
Action Taimanin,Adventure| Brawler| RPG
The Warlock of Firetop Mountain: Goblin Scourge Edition!,Adventure| Card & Board Game| RPG
The Settlers III: Ultimate Collection,Real Time Strategy| Strategy
Space Sex,Simulator
Leisure Suit Larry: Wet Dreams Saga Bundle,Adventure| Puzzle
Universal Thief,Puzzle| RPG
Youre Watching Icebox!,Adventure| Point-and-Click
Super Collapse! II Platinum,Puzzle
Petit Island,Adventure| Indie
Mechanic Mechanica,Fighting
Esoteric Ebb,RPG
College Kings: Act II,Indie| Point-and-Click| Visual Novel
No Mans Sky: Exo Mech,
Fruit am I?,Indie| Point-and-Click| Puzzle
Froggys Battle,Indie
jikkyou Pawafuru Puroyakyu 2000: Kaimaku-ban,Sport
This Emptiness,Adventure
Operation Europe: Path to Victory 1939-45,Simulator| Strategy
Mugen no Shinzou II,
Uncharted 3: Drakes Deception - Collectors Edition,Adventure| Platform| Shooter
Dungeon Crawler,Indie| Strategy
Rune Master III: War Among Three Kingdoms,RPG
Tactical Soccer,Simulator| Sport
Batman: Arkham City - Collectors Edition,Brawler| RPG
Super Tank War,
Kishin Douji Zenki,Platform
Greg Normans Golf Power,Sport
Rooster II,Platform| Shooter
The Fourth Wall,Platform| Puzzle
Sneaky Bears,Arcade| Shooter
Gromada Revenge,Strategy
Emergency: Fighters for Life,
Dangerous Games: Illusionist - Collectors Edition,Adventure
Land Snake.io,Arcade
My Horse,Adventure
Playmobil Horse Farm,
Urban Tale,Adventure| Indie| RPG| Simulator
Earthshine,Adventure| Indie
Creepypasta Land,Adventure| RPG
A-Train Express+,Simulator
Action Taimanin,Adventure| Brawler| RPG
Catan,Card & Board Game
Super Collapse! II Platinum,Puzzle
Conbunn Cardboard,Adventure| Indie
Melpool Land,Fighting
Conquerors Blade: Colosseum,RPG| Strategy
The Endless Mist,Adventure| Indie| RPG| Strategy
Vampire: The Masquerade - Swansong Victoria Ash,Adventure| RPG
Treasure Seekers: The Time Has Come,Adventure| Indie| Point-and-Click| Puzzle| Visual Novel
Tamagotchi Gen 2,Simulator
Art of Fighting: Trouble in South Town,
Arcade Archives: Rezon,Arcade| Shooter
Invisible Parties,Adventure| Puzzle
Silfade Gensoutan,RPG
The Electric Company Word Fun,Puzzle
Dungeon Dashers,Adventure| RPG| Strategy
Heaven Island Life,Indie| Simulator
The Tape,Indie| Strategy
Masked Riders Club: Battle Race,Racing
Doug Dug,
Rune Master III: War Among Three Kingdoms,RPG
Garyuu-ou,
Greg Normans Golf Power,Sport
Homuha no X 1.5: Sukisuki Date Daisakusen,
Royal Story,
Fire Rides,Arcade
Strategy Challenges Collection 2,Card & Board Game| Puzzle
Tube,Arcade| Racing| Shooter
Egg Is Broken. Heart Is Too.,Indie
Adventure Land: The Code MMORPG,Indie| RPG| Simulator
Snooker Stars,Sport
Orders of the Ruler,Indie| Simulator| Strategy
Somewhere inside,Adventure| Indie| RPG
A-Train Express+,Simulator
Ooze: The Escape,Platform
Sector 781,Platform| Shooter
Nino Maze Lofi,Indie| Strategy
Kakyuusei,Adventure| Point-and-Click| Simulator| Strategy| Visual Novel
Riders 2491,Indie
New Slippery Samurai,Indie| Racing
Brick Hill,Simulator
Swamp Attack 2,
Get Packed: Couch Chaos,Simulator
Varkana,Adventure
OneShot: The Tarion Machine,Adventure| Puzzle
Spells and Fellas,Arcade| Brawler| Indie| RPG| Strategy
Beyond the Deep,Indie| Visual Novel
Vampire: The Masquerade - Swansong Victoria Ash,Adventure| RPG
Fiend Heart,Adventure| Indie
Art of Fighting: Trouble in South Town,
Silfade Gensoutan,RPG
Pillars of Eternity II: Deadfire - The Beast of Winter,Adventure| RPG
Ghostdream,Adventure| Indie
Dark Parables: The Swan Princess and The Dire Tree - Collectors Edition,Adventure
Putter Golf,Sport
Pro Yakyuu Super League CD,Sport
The Games: Summer Edition,Sport
Best of Tests DS,Puzzle| Simulator
iFishing,Simulator
Enclosure,Adventure
Coaster Creator 3D,Puzzle| Simulator
Amazing City: Frog Adventures,RPG| Simulator
Hush,Simulator
E-Startup,Indie| Simulator| Strategy
Wars of the Roses: Rosenkönig,Strategy
Egg Is Broken. Heart Is Too.,Indie
The 9th Gate,Adventure| Indie| Simulator
Life is Strange 2: Episode 2 - Rules,Adventure
Exit From,Adventure| Indie
Hearthstone: Scholomance Academy,Card & Board Game| Strategy| Turn Based Strategy
The Warlock of Firetop Mountain: Goblin Scourge Edition!,Adventure| Card & Board Game| RPG
The Legend of Heroes: Trails of Cold Steel IV - Eternal Preservation Edition,RPG
Arran: The Book of Heroes,Adventure| Brawler
Detective AI,Indie| Strategy
Pothead,
Tales of Shadowland,RPG
Grapple Gear,Indie| Platform
Get Packed: Couch Chaos,Simulator
Blue Bayou,Arcade| Shooter
Rainbow Mix,
The First Backrooms,Adventure
OneShot: The Tarion Machine,Adventure| Puzzle
Duel Toys 2,Adventure| Arcade| Fighting| Indie| Quiz/Trivia
Dying Light: Retrowave Bundle,RPG
The Endless Mist,Adventure| Indie| RPG| Strategy
King of Fighters 98: Ultimate Match,
Its Not You| Its Your Trauma,Adventure| Indie| RPG
Dungeon Crawler,Indie| Strategy
Operation: Desert Storm,Shooter
Arizona Rose and the Pharaohs Riddles,Indie| Strategy
Age of Cavemen,Strategy
Gran Turismo 5 XL Edition,Racing| Simulator
Hanna Barberas Cartoon Carnival,
Valiant Force,Adventure| Strategy
Otome ga Tsumugu Koi no Canvas ~Futari no Gallery~,Adventure
Enclosure,Adventure
The Mystery Room,Adventure| Indie
Avatar Ninja! 2,
Tube,Arcade| Racing| Shooter
Goldmine,Indie| Simulator| Strategy
Life is Strange 2: Episode 2 - Rules,Adventure
Orders of the Ruler,Indie| Simulator| Strategy
Alien Disaster,
RetroMMO,Indie| RPG
Margrave: The Blacksmiths Daughter,Puzzle
Evil Heart Fever,
The Warlock of Firetop Mountain: Goblin Scourge Edition!,Adventure| Card & Board Game| RPG
Deaths Gambit: Afterlife - Definitive Edition,Adventure| Platform| RPG
Dire Vengeance,Adventure| Brawler| Indie| Platform| Shooter
Super Super Super Super,Platform
Pothead,
Alchademy,Puzzle| Simulator
Fantasia Sango 3,Adventure| RPG
Mirror Spirits,Adventure| Indie
Lofi Hip Hop Worlds to Study in,Indie| Music
Rainbow Mix,
Varkana,Adventure
There Was a Mixup at the Factory!,Arcade| Puzzle
The Lake of the Blind Mannequin,
Destind: Mr. Almost Right,Visual Novel
Monster Museum,
Mom-chan Diet Wii Figureobics by Jung Da-yeon,Sport
Upgrade the game 3: Spaceship,Arcade| Indie| Shooter
Dungeon Crawler,Indie| Strategy
Space Ribbon,Arcade| Indie| Racing| Simulator| Sport
N.O.M.A.D.,Puzzle| Shooter
Fighting Roller,Sport
Tactical Soccer,Simulator| Sport
Tropico 4: Megalopolis,Simulator| Strategy
Whispering Willows: Deluxe Edition,Adventure| Indie| Puzzle
Gimme Five,Puzzle| Quiz/Trivia
Ninja Commando,
Tube,Arcade| Racing| Shooter
Life is Strange 2: Episode 2 - Rules,Adventure
Cities: Skylines - Content Creator Pack: High-Tech Buildings,Simulator| Strategy
Fungi,Strategy
Kogasas Lunar Fright Mission,Indie| Platform| Puzzle
Action Taimanin,Adventure| Brawler| RPG
Walk,Indie
Super Bot,Adventure| Indie
The Settlers III: Ultimate Collection,Real Time Strategy| Strategy
The Troop,Strategy
Nameless Record,Indie| Strategy
Deaths Gambit: Afterlife - Definitive Edition,Adventure| Platform| RPG
Hitman Reborn!,Adventure| RPG
Quake: Func Jam 5,Shooter
Santorini,Arcade| Simulator| Strategy
World Heroes 2 Jet,Fighting
Blue Bayou,Arcade| Shooter
Quake: January Jump Jam,Shooter
KIPP: Untouched,Point-and-Click
Super Mario Fantasy Adventure,Adventure| RPG
Maze Quest,Puzzle
Zombie Survival,Shooter
Madden NFL 13,Sport
Chef Ramsay,Indie
Senran Kagura Burst Re:Newal - Kagura| Naraku & Ryouki Set,Brawler
Its Mr. Pants,Puzzle
Walpurgisnacht,Indie
Arrest of a stone Buddha,Indie| RPG
Fight Night Round 3,Fighting| Sport
8 Bit Space,Adventure| Indie| Platform| Simulator
Scandal,Adventure| Visual Novel
Blue Bayou,Arcade| Shooter
Space Ribbon,Arcade| Indie| Racing| Simulator| Sport
Alchademy,Puzzle| Simulator
Super Super Super Super,Platform
Block Arena,Indie
Ninja Frog,Indie| Platform
Its Mr. Pants,Puzzle
Super Avalanche 2,Indie| Platform| Puzzle| RPG
Walpurgisnacht,Indie
Katekyoo Hitman Reborn! DS Fate of Heat II - Unmei no Futari,
Tube,Arcade| Racing| Shooter
Ford Racing 3,Racing
Steredenn,Arcade| Indie| Shooter
Mana Spark,Adventure| Indie| RPG
"Dominique Pamplemousse & Dominique Pamplemousse in ""Combinatorial Explosion""",Adventure| Indie| Music| Puzzle
Odama,Pinball| Real Time Strategy| Strategy
Please Follow,Adventure| Indie
Sonic the Hedgehog: Egg on Toast Edition,Platform
ACA Neo Geo: Soccer Brawl,Arcade| Fighting| Sport
Cannon Father,Adventure| Arcade| Indie| Shooter
Super Robot Taisen Impact,Strategy
Doge Jump,Platform
At Sundown: Shots in the Dark,Arcade| Indie| Shooter
RayCrisis: Series Termination,Shooter
Dont Starve: Pocket Edition,Adventure
Profane,Adventure| Arcade| Indie| Shooter
Tropico,Simulator| Strategy
Tales of Graces F/ Tales of Symphonia Chronicles,RPG
Super ComboMan: Smash Edition,Adventure| Fighting| Indie
7th Sector,Adventure| Indie| Platform| Puzzle| Shooter
Pictionary: Ultimate Edition (uDraw),
Alien Rain,Puzzle| Shooter| Strategy
Harvest Moon: A New Beginning,Adventure| RPG| Simulator
Rocky Rodent,Platform
Aokana: Four Rhythms Across the Blue,Adventure| Visual Novel
Dark Fall: Ghost Vigil,Adventure| Indie
Zelda: The Wand of Gamelon,Adventure| Puzzle
Crazy the Hedgehog,Platform
Blender Bros.,Adventure| Platform| Racing
The Guild 2: Pirates of the European Seas,RPG| Simulator| Strategy
Star Ruler,Indie| Music| Real Time Strategy| Strategy
Love| Money| RocknRoll,Adventure| Indie| Puzzle| Visual Novel
Super ComboMan: Smash Edition,Adventure| Fighting| Indie
Evochron Legacy,Indie| Simulator
Du Lac & Fey: Dance of Death,Adventure| Indie| Point-and-Click
Popn music Sunny Park,Arcade| Music
Olimdal,Indie| Puzzle
Guacamelee! 2 Complete,Adventure| Fighting
Sea of Thieves: The Hungering Deep,Adventure
Bound High!,Puzzle
Hugos House of Horrors,Adventure| Puzzle
Neon Beats,Indie| Music| Platform
Rome: Total War - Barbarian Invasion,Simulator| Strategy| Tactical| Turn Based Strategy
The Hobbit,Adventure
Great Permutator,Indie| Puzzle| Simulator| Strategy
Poi,Adventure| Indie| Platform
Swordigo,Adventure| Platform
Nanuleu,Indie| Strategy
Shadowgrounds Survivor,Arcade| Shooter
Aero Blasters,Shooter
Higanbana no Saku Yoru ni: Dai-ichi Ya,
Sleeping Dogs: Zodiac Tournament,Adventure
Tetris Plus 2,Puzzle
Jesus Christ RPG Trilogy,RPG
Bowmasters,Arcade| Shooter| Turn Based Strategy
Joe Montana Football,Sport
Detective Barbie in The Mystery of the Carnival Caper,Adventure
The House Abandon,Adventure
Dungeon Maker: Hunting Ground,Adventure| RPG| Strategy
Platform Racing 2,Arcade| Platform| Racing
Even the Ocean,Adventure| Indie| Platform| RPG
Risk,Strategy
Combat Mission: Afrika Korps,Strategy| Turn Based Strategy
Bowmasters,Arcade| Shooter| Turn Based Strategy
Chamber of the Sci-Mutant Priestess,Adventure| Strategy
Gakuen Club,Adventure| Visual Novel
bit Generations: Boundish,
Sid Meiers Civilization: Beyond Earth - Rising Tide,Strategy| Turn Based Strategy
The Smurfs Nightmare,Platform| Puzzle
Mat Hoffmans Pro BMX 2,Sport
Shinkon Gattai Godannar!!,Fighting
Crayon Shin-Chan: Arashi o Yobu Cinema-Land - Kachinko Gachinko Daikatsugeki!,Adventure| Arcade
Sam & Max: Beyond Time and Space - Episode 4: Chariots of the Dogs,Adventure| Point-and-Click
Madagascar: Escape 2 Africa,Adventure
Adams Venture: Origins,Adventure| Indie| Puzzle
The Conduit,Puzzle| Shooter
Hero Must Die,Adventure| RPG
Super Space Pug,Indie| Shooter
Danny Phantom: The Ultimate Enemy,Platform
Operation Wolf,Arcade| Shooter
Shadwen,Adventure| Platform
Evochron Mercenary,Indie| Simulator
Assassins Creed Identity,Adventure| RPG
Track & Field II,Sport
Hannah Montana: Music Jam,Adventure
Radiohammer,Adventure| Music
Microsoft Flight Simulator 5.0,Simulator
Kreedz Climbing,Indie| Platform| Puzzle| Racing| Sport
Bottom of the Ninth,Sport
Roll Away,Adventure| Platform| Puzzle
Gauntlet IV,Adventure
Lorna,Adventure
The Uncanny X-Men,Arcade| Shooter
Mirador,Adventure| Indie| RPG| Strategy
SOCOM: US Navy SEALs,Shooter| Simulator| Strategy| Tactical
Skullmonkeys,Platform
2Dark,Adventure| Indie
Assassins Creed Identity,Adventure| RPG
Roll Away,Adventure| Platform| Puzzle
Night Lights,Adventure| Indie| Platform| Puzzle
Abarenbou Princess,RPG
Skye,Adventure| Indie| Racing| RPG
LEGO Stunt Rally,Racing| Sport
Discworld,Adventure| Point-and-Click| Puzzle
Deathmatch Classic,Shooter
Touhou Hyouibana～Antinomy of Common Flowers,Fighting
Shrek: Ogres and Dronkeys,Simulator
Vampire: The Masquerade - Swansong,Adventure| RPG
Riot Zone,Brawler| Fighting
Cyber Danganronpa VR: The Class Trial,
Kero Kero King,Sport
Fox n Forests,Adventure| Arcade| Indie| Platform| RPG
SOCOM: U.S. Navy SEALs Confrontation,Shooter
Bruce Lee II,Fighting| Platform
Good Robot,Indie| RPG| Shooter
The Thing in the Lake,Adventure| Indie| Visual Novel
Dys4ia,Point-and-Click
Starlite: Astronaut Rescue,Adventure| RPG| Simulator
Barbie Ocean Discovery,Adventure
Batman: Arkham Knight - PlayStation 4 Exclusive Skins Pack,Adventure| Brawler
The Dark Occult,Adventure| Indie
Ballz 3D: Fighting at Its Ballziest,Fighting
Dirt Track Racing,Racing
Digimon World Re:Digitize Decode,RPG
Pudding Monsters,Adventure| Puzzle| Strategy
Valleys Between,Indie| Puzzle| Strategy
Fullvoice Reborn,Adventure
Bridge Strike,Arcade| Indie| Shooter
Echoria: Ancient Echoes,Adventure| Indie| RPG| Strategy
Football Manager 2007,Simulator| Sport| Strategy
Tsuihou Senkyo,Adventure| RPG| Visual Novel
Knuckles the Echidna in Sonic the Hedgehog,Platform
Ooblets,Adventure| Indie| RPG| Simulator
Paradroid,Puzzle| Shooter| Strategy| Tactical
Looney Tunes: Twouble!,
Super Family Gelände,Sport
Venusian Vengeance,Indie
The Last Vikings,Arcade| Indie| RPG
Dark Light,Adventure| Indie| Platform
Injustice 2 Mobile,Fighting| RPG| Turn Based Strategy
Singstar: Pop,Music
Sanrio Characters Picross,Puzzle
Hokuto no Ken: Shinpan no Sousousei Kengo Retsuden,Arcade| Fighting
TheHunter: Call of the Wild,Adventure| Shooter| Simulator| Sport| Strategy
Lemmings 3D,Puzzle
Tales of the World: Radiant Mythology,RPG
Tom Clancys Ghost Recon: Desert Siege,Shooter| Simulator| Strategy| Tactical
The Space Adventure,Adventure
Shaman King: Legacy of the Spirits| Soaring Hawk,RPG
Hatfall,Arcade
BioShock: Challenge Rooms,Adventure| RPG| Shooter
Alteric,Adventure| Arcade| Indie| Platform| Puzzle
Monsters| Inc.,Platform
Taos Adventure: Curse of the Demon Seal,RPG
Anna,Adventure| Puzzle
Shin Megami Tensei: Devil Children - Puzzle de Call!,Puzzle
Mr. Driller G,Puzzle
Karnaaj Rally,Racing
Hail to the King: Deathbat,Adventure| Indie| Puzzle| RPG
Bio Inc. Redemption,Indie| Puzzle| Simulator| Strategy
Megaman and Bass,
Fantasy Zone,Arcade| Shooter
Fallen London: The Stone Guest,Adventure
TNN Bass Tournament of Champions,Sport
HaloMD,Shooter
Horror Adventure VR,Adventure| Indie| Puzzle
Fapic,Adventure| Simulator
The Sims 3: Dragon Valley,Simulator
International Karate 2000,Fighting
An Octonaut Odyssey,Adventure| Indie
To the Top,Indie| Music| Platform| Racing
Super Robot Taisen EX,RPG| Strategy
The Last Mission,Shooter
Cluedo: The Mysteries Continue,Adventure
Super Battleship,Strategy
TNN Bass Tournament of Champions,Sport
Wiloo,Adventure| Indie
Pocket Harvest,Adventure| Indie| Puzzle| Simulator| Strategy
Cinderella,Card & Board Game| Puzzle
Doraemon 2: SOS! Otogi no Kuni,
Computer Scrabble,
Riddle of the Sphinx: An Egyptian Adventure,Adventure
Cosmic Break,RPG| Shooter
Plasma Pong,Arcade
Simpsons Treehouse of horror,Arcade
Psikyo Shooting Stars Alpha,Arcade| Shooter
Mabou Shoujo Miracle Kurun,Adventure| Indie| Shooter
Many Faces,Arcade| Indie| Platform| Shooter
Diablo III: Reaper of Souls - Collectors Edition,Brawler| RPG
Azarashi Dentetsu,Indie
Yellow Brick Road II,Adventure
Downtown Nekketsu Monogatari,Brawler| RPG
Paradiso Guardian,Adventure| Indie| Platform| RPG| Visual Novel
Crash Bandicoot: Quadrilogy Bundle,Platform
Fallen London: The Stone Guest,Adventure
Gex Jr.,Platform
Project Lazarus,
Polar Payne,
Crow Quest,Adventure| Simulator
Birushana Senki: Ichijuu no Kaze,Adventure| Visual Novel
WarTech: Senko no Ronde,Fighting| Shooter
Subliminal,Indie| Puzzle| Simulator| Strategy
WarTech: Senko no Ronde,Fighting| Shooter
Bride of the Robot,Adventure
Heileen 2: The Hands Of Fate,Adventure| Indie| Visual Novel
Pac-Man Maker,
Lost Lands: A Hidden Object Adventure,Adventure| Puzzle
Tehkan World Cup,Sport
Operation Wolf 3,Shooter
Super Battleship,Strategy
TNN Bass Tournament of Champions,Sport
Medabots 5: Susutake Mura no Tenkousei,
Mr Crab,
Pocket Harvest,Adventure| Indie| Puzzle| Simulator| Strategy
Crazy Chicken: Soccer,Sport
Cosmic Break,RPG| Shooter
Grimmwood,Simulator| Strategy
Bleach: Awakened Souls - Shinigami,
Bones n Bullets,
Mousebound,Adventure| Arcade| Indie| Puzzle| Tactical
Azarashi Dentetsu,Indie
Atelier Mysterious Trilogy DX,RPG
Hurt,Shooter
Escape Machine City: Airborne,Adventure| Indie| Point-and-Click| Puzzle
Intellivision Collection 2,Adventure| Arcade| Card & Board Game| Racing| RPG| Shooter| Sport| Strategy
The Death Into Trouble,Indie
Crash Bandicoot: Quadrilogy Bundle,Platform
Colony Strikes Back,Platform
Keep Moving Forward,Arcade| Puzzle
Insecure: The Come Up Game,Simulator
Fallen London: The Stone Guest,Adventure
Ikonei Island: An Earthlock Adventure,Adventure| Indie| Simulator
A Plumber For All Seasons,Platform
Rayz Arcade Chronology,Adventure| Arcade| Shooter
A Balanced Brew,Indie| Simulator
Rise of the Tomb Raider: Endurance Mode,Shooter
Paper Ghost Stories: 7PM,
Birushana Senki: Ichijuu no Kaze,Adventure| Visual Novel
Planet RIX-13,Adventure| Indie| Platform
Arena Gods,Indie| Sport
Nusakana,Adventure| Indie| RPG
Colina: Legacy,Adventure| Indie| Puzzle
Tehkan World Cup,Sport
Battle Heat!,Fighting
Shinsetsu Samurai Spirits: Bushido Retsuden,RPG
Dragon Dance,Arcade
Pocket Harvest,Adventure| Indie| Puzzle| Simulator| Strategy
Brilliant Hamsters!,Arcade| Simulator
Terror House,
Tenshi no Uta II: Datenshi no Sentaku,
Chrono Clock,Visual Novel
Diner Bros,Indie
Grimmwood,Simulator| Strategy
Trap Shrine,Adventure| Visual Novel
Days Gone: Special Edition,Adventure| Shooter
Dolphin Island: Underwater Adventures,
New Play Control! Chibi-Robo!,Platform
Mousebound,Adventure| Arcade| Indie| Puzzle| Tactical
G String,Adventure| Indie| Shooter
Sunrise World War,Strategy
Star Fox 64: Survival,Adventure
Harold Reborn,Adventure| Platform| Racing| Simulator
Project Warlock II,Indie| Shooter
Reina & Jericho,Adventure| Indie
Battle Calculator,Puzzle
Picross S7,Puzzle| Strategy
Tsui no Sora Remake,Visual Novel
Pokémon Shattered Dimensions,Adventure| RPG| Turn Based Strategy
AISZplus,Indie
A Plumber For All Seasons,Platform
Youkai Douchuki,Adventure
Rise of the Tomb Raider: Endurance Mode,Shooter
WarTech: Senko no Ronde,Fighting| Shooter
Sunshine Shuffle,Adventure| Simulator| Strategy| Visual Novel
Eschaton,Adventure| Indie
Aerox,Platform| Strategy
Subterra,Adventure| Indie| RPG
Nusakana,Adventure| Indie| RPG
Excessive Speed,Arcade| Racing
The Last Mission,Shooter
Battle Heat!,Fighting
Super Battleship,Strategy
Dragon Dance,Arcade
GTI Club Supermini Festa!,Racing
Taishou x Alice: All in One,Adventure| Visual Novel
Pocket Harvest,Adventure| Indie| Puzzle| Simulator| Strategy
Tenshi no Uta II: Datenshi no Sentaku,
Aim Lab,Indie| Shooter| Simulator
Injustice: Gods Among Us Batgirl,Fighting
Diner Bros,Indie
Grimmwood,Simulator| Strategy
Hide.io,Arcade
Grand Mountain Adventure,Adventure| Indie| Racing| Simulator| Sport
Lets Sing 2020,Music
SnowRunner: Premium Edition,Simulator
New Play Control! Chibi-Robo!,Platform
G String,Adventure| Indie| Shooter
Picross S7,Puzzle| Strategy
Yokaiware,
Pokémon Shattered Dimensions,Adventure| RPG| Turn Based Strategy
Silent Dot,Arcade| Puzzle
Bolu,Adventure| Simulator
Youkai Douchuki,Adventure
A Balanced Brew,Indie| Simulator
Miniland,Adventure| Indie| Simulator| Strategy
Rise of the Tomb Raider: Endurance Mode,Shooter
Gore Screaming Show,Adventure| Indie| Visual Novel
Sunshine Shuffle,Adventure| Simulator| Strategy| Visual Novel
Shadow Blade,Platform
Disneys Toy Story,Platform
Cafe Owner Simulator,Indie| Simulator
Hardcoded,Visual Novel
Super Seymour Saves the Plant,Platform
Tale of Ronin,Adventure| Indie| RPG| Strategy
Choice of Kung Fu,Indie| RPG| Simulator
Nusakana,Adventure| Indie| RPG
NFL Blitz 99,Sport
Robo-Pit 2,Fighting
F1 Pole Position,Racing
MiniMoni: Onegaio Hoshisama!,Strategy
GTI Club Supermini Festa!,Racing
Madness Interactive,Adventure| Music| Shooter| Strategy
XType Plus,Adventure| Arcade| Shooter
Punch the Monkey! Game Edition,Music
Remote Control Dandy SF,Simulator
Brother Adventure,Platform
Sallys Spa HD,Strategy
Do Not Press the Red Button,Indie
Space Pilgrim Academy: Year 2,Adventure| Indie
The World of Labyrinths: Labyronia,Adventure| Indie| RPG
Falling Blocks,Adventure| Indie| Strategy
Trap Shrine,Adventure| Visual Novel
SnowRunner: Premium Edition,Simulator
Webbed,Adventure| Indie| Platform| Puzzle
G String,Adventure| Indie| Shooter
The Flowers of Robert Mapplethorpe,
The Cremation of Sam McGee,Indie
Musuu,Adventure
Caveblazers: Together,Adventure| Indie
Take the Veil,Adventure
In-Flight Pac-Man,Arcade
Pathfinder: Wrath of the Righteous - Limited Edition,RPG
Wonder Boy,Adventure| Platform
Big Mountain 2000,Sport
Sunshine Shuffle,Adventure| Simulator| Strategy| Visual Novel
Battle Isle,Strategy| Tactical| Turn Based Strategy
Pinkalicious,
Unkilled,Adventure| Shooter
Nusakana,Adventure| Indie| RPG
Triple Play 99,Sport
Mystery Case Files: Key to Ravenhearst,Puzzle
Pocket Harvest,Adventure| Indie| Puzzle| Simulator| Strategy
Accel Knights 2: Full Throttle,
Winter War,Indie| Simulator| Strategy
Crazy Taxi: City Rush,Arcade| Racing
Wallaby!! Usagi no Kuni no Kangaroo Race,Racing
Gaias Moon,
Take Off: The Flight Simulator,Simulator
Trap Shrine,Adventure| Visual Novel
Auto Chess Legends,Card & Board Game| Strategy
The Bonfire 2: Uncharted Shores,Indie| Simulator| Strategy
Mononoke Slashdown,
Battle Ram,Indie| Sport
Webbed,Adventure| Indie| Platform| Puzzle
SaDistic BlooD,Visual Novel
Dungeon Limbus,Adventure| Indie| RPG| Strategy
Oil Panic,Arcade
Outsider: After Life,Adventure| Indie
Supplice,Indie| Shooter
Roulette Knight,Puzzle| RPG| Simulator
Godfall: Ultimate Edition,Adventure
In-Flight Pac-Man,Arcade
Pathfinder: Wrath of the Righteous - Limited Edition,RPG
Ready 2 Rumble Boxing,Fighting| Sport
The Fighters Online,Adventure| Indie| Sport
Five Nights With James,Adventure| Indie| Point-and-Click
Sunshine Shuffle,Adventure| Simulator| Strategy| Visual Novel
Touhou Artificial Dream in Arcadia,Adventure| Indie| RPG| Shooter
Uootoy,Platform| Puzzle
My Dream Setup,Indie| Simulator
Chibi Ninja Shino-kun: Treasure of Demon Tower,Platform
Doctor Who: Cyber Assault,
RiQa,Adventure
TOCA 2: Touring Car Challenge,Racing| Sport
Powerpuff Girls: Mojo Jojos Pet Project,
Crazy Chicken Tales,Platform
Crystal Kingdom Dizzy,Adventure| Arcade| Platform| Puzzle
Eye,Pinball| Puzzle| Simulator
Unkilled,Adventure| Shooter
Dino Dinis Soccer,Sport
Arcade Smash Hits,Arcade
Mini Racers,Racing
Taishou x Alice: All in One,Adventure| Visual Novel
Pocket Harvest,Adventure| Indie| Puzzle| Simulator| Strategy
Keroro Gunsou: MeroMero Battle Royale Z,Fighting
Gaias Moon,
Cube Racer,Indie| Racing
Kaiju Busters,
Fortified Zone,Shooter
Mega Man Universe,
Dizzy Bee,Puzzle
Lemuria,Adventure
Trap Shrine,Adventure| Visual Novel
Adventure Escape: Starstruck,Point-and-Click| Puzzle
Anno 1503: History Edition,Simulator| Strategy
SaDistic BlooD,Visual Novel
Temple of the Lizardmen 3,Shooter
Tokyo Onmyouji: Tengenjibashi Rei no Baai - V Edition,Adventure| Visual Novel
Intellivision Collection 2,Adventure| Arcade| Card & Board Game| Racing| RPG| Shooter| Sport| Strategy
Room Explorer 2010,Indie| Point-and-Click
LoFi Hotel,Adventure| Indie| Platform| Simulator
Talking Tom Cat 2,
Sunshine Shuffle,Adventure| Simulator| Strategy| Visual Novel
The Sims,Adventure| RPG| Simulator| Strategy
Touhou Artificial Dream in Arcadia,Adventure| Indie| RPG| Shooter
Tamagotchi Smart,Simulator
WarTech: Senko no Ronde,Fighting| Shooter
Fap & Cum,RPG| Simulator
Demon Turf: Neon Splash,Adventure| Indie| Platform
Angels Bleeding,Adventure
Fatale: Exploring Salome,
Slice It!,Indie| Puzzle
Street Legal Racing: Redline v2.3.1,Racing| Simulator
Wild Wild Racing,Racing| Sport
Arcade Smash Hits,Arcade
